15/05/2019 08:48:00,36,23,1,0.9,-1,38,99,0
15/05/2019 08:48:00,6,23,0,0.9,-1,37,101,0
15/05/2019 08:49:00,0,24,1,0.9,-1,37,101,0
15/05/2019 08:49:1,0,24,0,0.9,-1,37,101,0
15/05/2019 08:49:2,0,24,0,0.9,-1,38,102,0
15/05/2019 08:49:3,0,24,0,0.9,-1,37,101,0
15/05/2019 08:49:4,0,24,0,0.9,-1,37,100,0
15/05/2019 08:49:5,0,23,0,0.9,-1,36,100,0
15/05/2019 08:50:00,0,23,1,0.9,-1,35,102,0
15/05/2019 08:50:1,0,23,2,0.9,-1,36,102,0
15/05/2019 08:50:2,0,23,1,0.9,-1,36,102,0
15/05/2019 08:50:3,0,22,1,0.9,-1,37,102,0
15/05/2019 08:50:4,0,22,3,0.9,-1,37,101,0
15/05/2019 08:50:5,0,22,4,0.9,-1,36,101,0
15/05/2019 08:51:00,0,23,6,0.9,-1,36,100,0
15/05/2019 08:51:1,0,23,6,0.9,-1,36,100,0
15/05/2019 08:51:2,0,23,7,0.9,-1,36,7,0
15/05/2019 08:51:3,0,23,6,0.9,-1,36,100,0
15/05/2019 08:51:4,0,24,6,0.9,-1,36,100,0
15/05/2019 08:51:5,0,24,6,0.9,-1,36,100,0
15/05/2019 08:52:00,0,24,4,0.9,-1,36,100,0
15/05/2019 08:52:1,0,24,4,0.9,-1,35,100,0
15/05/2019 08:52:2,0,24,3,0.9,-1,36,100,0
15/05/2019 08:52:3,0,24,3,0.9,-1,36,100,0
15/05/2019 08:52:4,0,24,3,0.9,-1,36,100,0
15/05/2019 08:52:5,0,24,3,0.9,-1,37,100,0
15/05/2019 08:53:00,0,24,2,0.9,-1,37,100,0
15/05/2019 08:53:1,0,25,3,0.9,-1,37,100,0
15/05/2019 08:53:2,0,25,2,0.9,-1,36,100,0
15/05/2019 08:53:3,0,25,3,0.9,-1,37,100,0
15/05/2019 08:53:4,0,25,1,0.9,-1,37,101,0
15/05/2019 08:54:00,0,25,2,0.9,-1,37,102,0
15/05/2019 08:54:1,0,25,1,0.9,-1,36,100,0
15/05/2019 08:54:2,0,24,2,0.9,-1,34,100,0
15/05/2019 08:54:3,0,25,1,0.9,-1,34,100,0
15/05/2019 08:54:4,0,25,1,0.9,-1,33,100,0
15/05/2019 08:54:5,0,24,2,0.9,-1,33,100,0
15/05/2019 08:55:00,0,24,2,0.9,-1,33,100,0
15/05/2019 08:55:1,0,24,2,0.9,-1,33,100,0
15/05/2019 08:55:2,0,23,2,0.9,-1,33,100,0
15/05/2019 08:55:3,0,24,1,0.9,-1,33,100,0
15/05/2019 08:55:4,0,24,1,0.9,-1,33,101,0
15/05/2019 08:55:5,0,24,2,0.9,-1,33,100,0
15/05/2019 08:56:00,0,24,2,0.9,-1,34,102,0
15/05/2019 08:56:1,0,24,1,0.9,-1,34,102,0
15/05/2019 08:56:2,0,23,0,0.9,-1,34,101,0
15/05/2019 08:56:3,0,23,2,0.9,-1,34,102,0
15/05/2019 08:56:4,0,22,0,0.9,-1,35,101,0
15/05/2019 08:56:5,0,22,0,0.9,-1,35,101,0
15/05/2019 08:57:00,0,22,0,0.9,-1,35,101,0
15/05/2019 08:57:1,0,22,2,0.9,-1,36,101,0
15/05/2019 08:57:2,0,23,1,0.9,-1,37,101,0
15/05/2019 08:57:3,0,23,1,0.9,-1,37,101,0
15/05/2019 08:57:4,0,23,1,0.9,-1,37,101,0
15/05/2019 08:57:5,0,23,1,0.9,-1,37,101,0
15/05/2019 08:58:00,0,22,1,0.9,-1,37,101,0
15/05/2019 08:58:1,0,23,0,0.9,-1,37,102,0
15/05/2019 08:58:2,0,23,2,0.9,-1,37,102,0
15/05/2019 08:58:3,0,23,3,0.9,-1,37,101,0
15/05/2019 08:58:4,0,23,1,0.9,-1,36,101,0
15/05/2019 08:58:5,0,23,1,0.9,-1,36,101,0
15/05/2019 08:59:00,0,23,2,0.9,-1,36,101,0
15/05/2019 08:59:1,0,23,1,0.9,-1,36,101,0
15/05/2019 08:59:2,0,23,2,0.9,-1,36,102,0
15/05/2019 08:59:3,0,23,1,0.9,-1,35,101,0
15/05/2019 08:59:4,0,23,2,0.9,-1,35,101,0
15/05/2019 08:59:5,0,23,3,0.9,-1,35,102,0
15/05/2019 09:00:00,0,23,2,0.9,-1,34,101,0
15/05/2019 09:00:1,0,24,1,0.9,-1,34,101,0
15/05/2019 09:00:2,0,24,1,0.9,-1,34,101,0
15/05/2019 09:00:3,0,24,2,0.9,-1,34,101,0
15/05/2019 09:00:4,0,23,0,0.9,-1,34,101,0
15/05/2019 09:00:5,0,23,0,0.9,-1,34,101,0
15/05/2019 09:01:00,0,23,0,0.9,-1,35,101,0
15/05/2019 09:01:1,0,23,3,0.9,-1,35,102,0
15/05/2019 09:01:2,0,23,2,0.9,-1,36,101,0
15/05/2019 09:01:3,0,23,2,0.9,-1,36,101,0
15/05/2019 09:01:4,0,23,4,0.9,-1,36,100,0
15/05/2019 09:01:5,0,23,3,0.9,-1,35,99,0
15/05/2019 09:02:00,0,23,3,0.9,-1,36,100,0
15/05/2019 09:02:1,0,24,2,0.9,-1,36,100,0
15/05/2019 09:02:2,0,24,2,0.9,-1,36,100,0
15/05/2019 09:02:3,0,24,3,0.9,-1,36,100,0
15/05/2019 09:02:4,0,24,2,0.9,-1,36,100,0
15/05/2019 09:02:5,0,24,3,0.9,-1,37,100,0
15/05/2019 09:03:00,0,24,3,0.9,-1,37,100,0
15/05/2019 09:03:1,0,24,3,0.9,-1,37,100,0
15/05/2019 09:03:2,0,24,2,0.9,-1,37,101,0
15/05/2019 09:03:3,0,24,2,0.9,-1,36,101,0
15/05/2019 09:03:4,0,24,2,0.9,-1,35,101,0
15/05/2019 09:04:00,0,24,3,0.9,-1,35,100,0
15/05/2019 09:04:1,0,24,3,0.9,-1,35,101,0
15/05/2019 09:04:2,0,24,2,0.9,-1,35,100,0
15/05/2019 09:04:3,0,24,3,0.9,-1,35,100,0
15/05/2019 09:04:4,0,24,3,0.9,-1,35,100,0
15/05/2019 09:04:5,0,25,4,0.9,-1,35,100,0
15/05/2019 09:05:00,0,24,3,0.9,-1,35,100,0
15/05/2019 09:05:1,0,24,3,0.9,-1,35,100,0
15/05/2019 09:05:2,0,24,3,0.9,-1,35,100,0
15/05/2019 09:05:3,0,24,3,0.9,-1,35,100,0
15/05/2019 09:05:4,0,24,2,0.9,-1,35,101,0
15/05/2019 09:05:5,0,24,3,0.9,-1,35,101,0
15/05/2019 09:06:00,0,24,2,0.9,-1,36,101,0
15/05/2019 09:06:1,0,24,2,0.9,-1,36,101,0
15/05/2019 09:06:2,0,24,2,0.9,-1,36,101,0
15/05/2019 09:06:3,0,24,2,0.9,-1,36,101,0
15/05/2019 09:06:4,0,24,2,0.9,-1,37,101,0
