15/05/2019 09:57:3,0,34,-3,0.89,-1,24,101,90
15/05/2019 09:57:4,0,34,-3,0.89,-1,25,101,89
15/05/2019 09:57:5,0,34,-3,0.89,-1,25,101,90
15/05/2019 09:58:00,0,33,-3,0.89,-1,24,101,89
15/05/2019 09:58:1,0,32,-3,0.89,-1,25,101,88
15/05/2019 09:58:2,0,33,-3,0.89,-1,25,101,90
15/05/2019 09:58:3,0,33,-3,0.89,-1,25,101,89
15/05/2019 09:58:4,0,33,-4,0.89,-1,25,101,90
15/05/2019 09:58:5,0,33,-3,0.89,-1,26,101,90
15/05/2019 09:59:00,0,33,-3,0.89,-1,26,101,89
15/05/2019 09:59:1,0,33,-4,0.89,-1,26,101,90
15/05/2019 09:59:2,0,32,-4,0.89,-1,26,101,89
15/05/2019 09:59:3,0,32,-4,0.89,-1,27,101,89
15/05/2019 09:59:4,0,32,-4,0.89,-1,27,101,90
15/05/2019 10:00:00,0,32,-4,0.89,-1,27,101,90
15/05/2019 10:00:1,0,32,-3,0.89,-1,27,101,89
15/05/2019 10:00:2,0,32,-3,0.89,-1,27,101,89
15/05/2019 10:00:3,0,32,-4,0.89,-1,27,101,89
15/05/2019 10:00:4,0,32,-4,0.89,-1,27,101,89
15/05/2019 10:00:5,0,32,-4,0.89,-1,27,101,90
15/05/2019 10:01:00,0,32,-4,0.89,-1,28,101,89
15/05/2019 10:01:1,0,31,-3,0.89,-1,28,101,89
15/05/2019 10:01:2,0,32,-4,0.89,-1,28,101,89
15/05/2019 10:01:3,0,31,-3,0.89,-1,28,101,89
15/05/2019 10:01:4,0,31,-3,0.89,-1,28,101,89
15/05/2019 10:01:5,0,31,-4,0.89,-1,28,100,89
15/05/2019 10:02:00,0,31,-3,0.89,-1,28,101,89
15/05/2019 10:02:1,0,31,-4,0.89,-1,28,101,89
15/05/2019 10:02:2,0,31,-3,0.89,-1,28,101,89
15/05/2019 10:02:3,0,31,-3,0.89,-1,28,101,89
15/05/2019 10:02:4,0,31,-3,0.89,-1,28,101,89
15/05/2019 10:02:5,0,31,-3,0.89,-1,28,101,89
15/05/2019 10:03:00,0,31,-4,0.89,-1,28,101,89
15/05/2019 10:03:1,0,30,-3,0.89,-1,28,101,89
15/05/2019 10:03:2,0,30,-4,0.89,-1,28,101,89
15/05/2019 10:03:3,0,30,-3,0.89,-1,28,101,89
15/05/2019 10:03:4,0,30,-3,0.89,-1,29,101,89
15/05/2019 10:03:5,0,29,-4,0.89,-1,28,101,89
15/05/2019 10:04:00,0,30,-4,0.89,-1,29,101,89
15/05/2019 10:04:1,0,30,-3,0.89,-1,29,101,89
15/05/2019 10:04:2,0,30,-3,0.89,-1,30,101,89
15/05/2019 10:04:3,0,30,-3,0.89,-1,30,101,89
15/05/2019 10:04:4,0,30,-4,0.89,-1,29,101,88
15/05/2019 10:04:5,0,30,-2,0.89,-1,28,101,89
15/05/2019 10:05:00,0,29,-4,0.89,-1,29,100,89
15/05/2019 10:05:1,0,29,-4,0.89,-1,29,101,89
15/05/2019 10:05:2,0,30,-4,0.89,-1,30,102,90
15/05/2019 10:05:3,0,29,-4,0.89,-1,30,102,89
15/05/2019 10:05:4,0,29,-3,0.89,-1,30,101,90
15/05/2019 10:05:5,0,29,-4,0.89,-1,31,102,89
15/05/2019 10:06:00,0,29,-4,0.89,-1,30,101,89
15/05/2019 10:06:1,0,29,-4,0.89,-1,30,102,89
15/05/2019 10:06:2,0,29,-4,0.89,-1,30,102,89
15/05/2019 10:06:3,0,29,-3,0.89,-1,30,102,89
15/05/2019 10:06:4,0,29,-3,0.89,-1,31,101,88
15/05/2019 10:06:5,0,29,-3,0.89,-1,31,101,89
15/05/2019 10:07:00,0,29,-4,0.89,-1,31,101,88
15/05/2019 10:07:1,0,29,-3,0.89,-1,31,101,88
15/05/2019 10:07:2,0,29,-4,0.89,-1,31,101,89
15/05/2019 10:07:3,0,29,-4,0.89,-1,30,101,88
15/05/2019 10:07:4,0,29,-3,0.89,-1,30,101,89
15/05/2019 10:07:5,0,29,-4,0.89,-1,30,101,89
15/05/2019 10:08:00,0,29,-4,0.89,-1,31,101,89
15/05/2019 10:08:1,0,28,-5,0.89,-1,31,101,89
15/05/2019 10:08:2,0,28,-4,0.89,-1,31,101,89
15/05/2019 10:08:3,0,28,-4,0.89,-1,30,101,88
15/05/2019 10:08:4,0,28,-4,0.89,-1,31,102,89
15/05/2019 10:08:5,0,28,-4,0.89,-1,32,102,89
15/05/2019 10:09:00,0,28,-4,0.89,-1,33,102,89
15/05/2019 10:09:1,0,28,-4,0.89,-1,33,102,88
15/05/2019 10:09:2,0,28,-4,0.89,-1,31,102,89
15/05/2019 10:09:3,0,28,-4,0.89,-1,32,102,88
15/05/2019 10:09:4,0,28,-4,0.89,-1,31,102,89
15/05/2019 10:09:5,0,28,-3,0.89,-1,32,102,88
15/05/2019 10:10:00,0,28,-4,0.89,-1,32,102,88
15/05/2019 10:10:1,0,28,-4,0.89,-1,31,102,89
15/05/2019 10:10:2,0,28,-5,0.89,-1,31,102,88
15/05/2019 10:10:3,0,28,-4,0.89,-1,31,102,88
15/05/2019 10:10:4,0,28,-5,0.89,-1,32,102,89
15/05/2019 10:10:5,0,28,-4,0.89,-1,31,102,88
15/05/2019 10:11:00,0,28,-4,0.89,-1,30,102,88
15/05/2019 10:11:1,0,28,-4,0.89,-1,32,102,88
15/05/2019 10:11:2,0,28,-4,0.89,-1,32,102,89
15/05/2019 10:11:3,0,28,-3,0.89,-1,32,102,88
15/05/2019 10:11:4,0,28,-4,0.89,-1,31,102,88
15/05/2019 10:11:5,0,28,-3,0.89,-1,31,101,89
15/05/2019 10:12:00,0,29,0,0.89,-1,31,102,88
15/05/2019 10:12:1,0,29,0,0.89,-1,31,102,89
15/05/2019 10:12:2,0,29,1,0.89,-1,32,102,88
15/05/2019 10:12:3,0,29,1,0.89,-1,31,102,88
15/05/2019 10:12:4,0,29,0,0.89,-1,30,102,88
15/05/2019 10:13:00,0,29,0,0.89,-1,30,102,88
15/05/2019 10:13:1,0,29,0,0.89,-1,30,102,88
15/05/2019 10:13:2,0,29,0,0.89,-1,30,102,88
15/05/2019 10:13:3,0,29,0,0.89,-1,30,102,88
15/05/2019 10:13:4,0,29,0,0.89,-1,30,102,88
15/05/2019 10:13:5,0,29,1,0.89,-1,30,102,88
15/05/2019 10:14:00,0,29,0,0.89,-1,30,102,88
15/05/2019 10:14:1,0,29,0,0.89,-1,30,102,88
15/05/2019 10:14:2,0,28,0,0.89,-1,30,102,88
15/05/2019 10:14:3,0,28,1,0.89,-1,30,102,89
15/05/2019 10:14:4,0,29,1,0.89,-1,32,102,88
15/05/2019 10:14:5,0,29,2,0.89,-1,32,102,88
15/05/2019 10:15:00,0,28,0,0.89,-1,31,102,88
15/05/2019 10:15:1,0,29,0,0.89,-1,30,102,86
15/05/2019 10:15:2,0,29,0,0.89,-1,30,102,88
15/05/2019 10:15:3,0,29,0,0.89,-1,30,102,88
15/05/2019 10:15:4,0,29,0,0.89,-1,30,102,88
15/05/2019 10:15:5,0,29,1,0.89,-1,29,102,88
15/05/2019 10:16:00,0,29,1,0.89,-1,29,102,88
15/05/2019 10:16:1,0,29,0,0.89,-1,29,102,88
15/05/2019 10:16:2,0,29,0,0.89,-1,29,102,88
15/05/2019 10:16:3,0,29,0,0.89,-1,29,102,87
15/05/2019 10:16:4,0,29,0,0.89,-1,30,102,87
15/05/2019 10:16:5,0,29,0,0.89,-1,30,102,88
15/05/2019 10:17:00,0,29,0,0.89,-1,30,102,88
15/05/2019 10:17:1,0,29,0,0.89,-1,30,102,85
15/05/2019 10:17:2,0,29,0,0.89,-1,30,102,88
15/05/2019 10:17:3,0,29,0,0.89,-1,30,102,88
15/05/2019 10:17:4,0,28,0,0.89,-1,31,101,88
15/05/2019 10:17:5,0,26,1,0.89,-1,31,101,88
15/05/2019 10:18:00,0,27,0,0.89,-1,32,101,88
15/05/2019 10:18:1,0,27,0,0.89,-1,34,101,88
15/05/2019 10:18:2,0,28,0,0.89,-1,34,101,88
15/05/2019 10:18:3,0,26,0,0.89,-1,34,101,88
15/05/2019 10:18:4,0,25,0,0.89,-1,32,101,88
15/05/2019 10:18:5,0,26,-4,0.89,-1,34,101,86
15/05/2019 10:19:00,0,25,-8,0.89,-1,34,101,87
15/05/2019 10:19:1,0,26,-11,0.89,-1,35,101,87
15/05/2019 10:19:2,0,26,-15,0.89,-1,35,101,87
15/05/2019 10:19:3,0,25,-18,0.89,-1,33,101,87
15/05/2019 10:19:4,0,26,-21,0.89,-1,32,101,87
15/05/2019 10:19:5,0,26,-21,0.89,-1,32,101,87
15/05/2019 10:20:00,0,26,-22,0.89,-1,32,101,87
15/05/2019 10:20:1,0,25,-23,0.89,-1,32,101,87
15/05/2019 10:20:2,0,25,-24,0.89,-1,31,101,87
15/05/2019 10:20:3,0,25,-26,0.89,-1,32,101,87
15/05/2019 10:20:4,0,25,-29,0.89,-1,32,101,88
15/05/2019 10:20:5,0,25,-29,0.89,-1,33,101,87
15/05/2019 10:21:00,0,25,-29,0.89,-1,33,101,87
15/05/2019 10:21:1,0,25,-29,0.89,-1,34,101,86
15/05/2019 10:21:2,0,25,-30,0.89,-1,34,101,87
15/05/2019 10:21:3,0,25,-29,0.89,-1,32,101,87
15/05/2019 10:21:4,0,25,-30,0.89,-1,33,101,87
15/05/2019 10:21:5,0,25,-29,0.89,-1,32,101,87
15/05/2019 10:22:00,0,25,-30,0.89,-1,33,101,87
15/05/2019 10:22:1,0,25,-30,0.89,-1,34,101,88
15/05/2019 10:22:2,0,25,-30,0.89,-1,33,101,86
15/05/2019 10:22:3,0,25,-33,0.89,-1,34,101,87
15/05/2019 10:22:4,0,25,-35,0.89,-1,33,101,87
15/05/2019 10:22:5,0,25,-38,0.89,-1,32,101,87
15/05/2019 10:23:00,0,24,-39,0.89,-1,32,101,87
15/05/2019 10:23:1,0,25,-39,0.89,-1,33,101,87
15/05/2019 10:23:2,0,25,-39,0.89,-1,33,101,87
15/05/2019 10:23:3,0,25,-39,0.89,-1,33,101,86
15/05/2019 10:23:4,0,25,-39,0.89,-1,33,101,87
15/05/2019 10:23:5,0,25,-40,0.89,-1,33,101,87
15/05/2019 10:24:00,0,25,-39,0.89,-1,32,101,87
15/05/2019 10:24:1,0,25,-39,0.89,-1,33,101,87
15/05/2019 10:24:2,0,25,-39,0.89,-1,34,101,87
15/05/2019 10:24:3,0,25,-40,0.89,-1,33,101,87
15/05/2019 10:24:4,0,25,-39,0.89,-1,33,100,87
15/05/2019 10:25:00,0,25,-38,0.89,-1,33,101,87
15/05/2019 10:25:1,0,25,-39,0.89,-1,33,102,87
15/05/2019 10:25:2,0,25,-38,0.89,-1,33,102,87
15/05/2019 10:25:3,0,26,-38,0.89,-1,33,101,86
15/05/2019 10:25:4,0,26,-38,0.89,-1,33,101,87
15/05/2019 10:25:5,0,25,-39,0.89,-1,33,101,86
15/05/2019 10:26:00,0,26,-38,0.89,-1,34,101,87
15/05/2019 10:26:1,0,26,-38,0.89,-1,33,101,87
15/05/2019 10:26:2,0,26,-38,0.89,-1,33,101,86
15/05/2019 10:26:3,0,26,-38,0.89,-1,33,101,86
15/05/2019 10:26:4,0,26,-38,0.89,-1,33,101,86
15/05/2019 10:26:5,0,26,-38,0.89,-1,33,101,86
15/05/2019 10:27:00,0,26,-38,0.89,-1,34,101,86
15/05/2019 10:27:1,0,26,-38,0.89,-1,34,101,85
15/05/2019 10:27:2,0,26,-38,0.89,-1,33,101,86
15/05/2019 10:27:3,0,26,-37,0.89,-1,33,101,86
15/05/2019 10:27:4,0,26,-38,0.89,-1,32,101,86
15/05/2019 10:27:5,0,26,-38,0.89,-1,33,101,86
15/05/2019 10:28:00,0,26,-38,0.89,-1,32,101,87
